"","Rk","Tm.x","W","L","WL","Strk","R","RA","Rdiff","SOS","SRS","pythWL","Luck","vEast","vCent","vWest","Inter","Home","Road","ExInn","1Run","vRHP","vLHP","≥.500","<.500","last10","last20","last30","Year.x","tYear","Tm.y","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Time","Chall","Succ","Succ%","Managers","Year.y"
"285",15,"New York Yankees",85,77,0.525,NA,4,4.1,-0.1,0.2,0.1,"79-83",6,"37-39","22-11","17-16","9-11","46-35","39-42","6-6","30-16","53-54","32-23","45-52","40-25",NA,NA,NA,2013,"New York Yankees2013","New York Yankees",3279589,40489,31.9,31.8,100,100,2,2,17,"$246534750",03:05:00,NA,NA,NA,"Girardi",2013
"286",16,"Arizona Diamondbacks",81,81,0.5,NA,4.2,4.3,-0.1,-0.1,-0.2,"80-82",1,"14-18","20-14","36-40","11-9","45-36","36-45","17-8","34-21","56-58","25-23","34-34","47-47",NA,NA,NA,2013,"Arizona Diamondbacks2013","Arizona Diamondbacks",2134895,26357,28.1,27.6,102,103,0,2,11,"$80060500",03:08:00,NA,NA,NA,"Gibson",2013
"287",17,"Los Angeles Angels of Anaheim",78,84,0.481,NA,4.5,4.5,0,0.1,0,"81-81",-3,"18-16","18-14","32-44","10-10","39-42","39-42","8-8","24-28","60-58","18-26","42-55","36-29",NA,NA,NA,2013,"Los Angeles Angels of Anaheim2013","Los Angeles Angels of Anaheim",3019505,37278,27.8,29.1,94,94,0,1,10,"$116532500",03:12:00,NA,NA,NA,"Scioscia",2013
"288",18,"San Diego Padres",76,86,0.469,NA,3.8,4.3,-0.5,-0.1,-0.6,"72-90",4,"16-17","17-16","35-41","8-12","45-36","31-50","8-7","28-24","49-59","27-27","40-43","36-43",NA,NA,NA,2013,"San Diego Padres2013","San Diego Padres",2166691,26749,28.1,28.8,91,91,0,1,11,"$65988600",03:00:00,NA,NA,NA,"Black",2013
"289",19,"San Francisco Giants",76,86,0.469,NA,3.9,4.3,-0.4,-0.1,-0.5,"74-88",2,"15-17","11-23","44-32","6-14","42-40","34-46","8-10","28-28","52-55","24-31","41-46","35-40",NA,NA,NA,2013,"San Francisco Giants2013","San Francisco Giants",3369106,41087,28.7,29.6,93,92,0,4,12,"$139845667",03:05:00,NA,NA,NA,"Bochy",2013
"290",20,"New York Mets",74,88,0.457,NA,3.8,4.2,-0.4,-0.2,-0.6,"74-88",0,"34-42","12-21","17-16","11-9","33-48","41-40","8-12","29-28","49-62","25-26","33-51","41-37",NA,NA,NA,2013,"New York Mets2013","New York Mets",2135657,26366,28.3,29.1,94,95,0,2,9,"$69425860",03:08:00,NA,NA,NA,"Collins",2013
"291",21,"Milwaukee Brewers",74,88,0.457,NA,4,4.2,-0.3,0,-0.3,"76-86",-2,"21-12","34-42","13-20","6-14","37-44","37-44","6-7","18-25","58-60","16-28","34-56","40-32",NA,NA,NA,2013,"Milwaukee Brewers2013","Milwaukee Brewers",2531105,31248,27.9,28.8,103,103,0,2,12,"$86945000",03:03:00,NA,NA,NA,"Roenicke",2013
"292",22,"Colorado Rockies",74,88,0.457,NA,4.4,4.7,-0.3,-0.1,-0.5,"76-86",-2,"13-22","18-13","38-38","5-15","45-36","29-52","6-9","25-26","54-55","20-33","36-48","38-40",NA,NA,NA,2013,"Colorado Rockies2013","Colorado Rockies",2793828,34492,27.7,28.3,118,119,1,3,12,"$73768000",03:05:00,NA,NA,NA,"Weiss",2013
"293",23,"Toronto Blue Jays",74,88,0.457,NA,4.4,4.7,-0.3,0.2,0,"77-85",-3,"30-46","16-16","17-17","11-9","40-41","34-47","8-9","20-29","55-64","19-24","51-68","23-20",NA,NA,NA,2013,"Toronto Blue Jays2013","Toronto Blue Jays",2536562,31316,29,30.9,102,103,0,4,12,"$124517800",02:55:00,NA,NA,NA,"Gibbons",2013
"294",24,"Philadelphia Phillies",73,89,0.451,NA,3.8,4.6,-0.9,-0.1,-0.9,"66-96",7,"37-39","12-21","17-16","7-13","43-38","30-51","6-7","28-28","52-68","21-21","33-53","40-36",NA,NA,NA,2013,"Philadelphia Phillies2013","Philadelphia Phillies",3012403,37190,30,28.7,100,100,1,2,10,"$150860000",02:59:00,NA,NA,NA,"Manuel and Sandberg",2013
"295",25,"Seattle Mariners",71,91,0.438,NA,3.9,4.7,-0.8,0.1,-0.7,"67-95",4,"14-18","13-21","36-40","8-12","36-45","35-46","6-15","19-29","49-62","22-29","40-55","31-36",NA,NA,NA,2013,"Seattle Mariners2013","Seattle Mariners",1761546,21747,28.6,28,92,92,0,2,10,"$78887000",03:04:00,NA,NA,NA,"Wedge",2013
"296",26,"Minnesota Twins",66,96,0.407,NA,3.8,4.9,-1.1,0.2,-0.9,"63-99",3,"10-23","29-47","19-14","8-12","32-49","34-47","9-7","24-25","50-75","16-21","33-71","33-25",NA,NA,NA,2013,"Minnesota Twins2013","Minnesota Twins",2477644,30588,28.3,28.3,101,102,1,2,9,"$63042500",03:06:00,NA,NA,NA,"Gardenhire",2013
"297",27,"Chicago Cubs",66,96,0.407,NA,3.7,4.3,-0.5,0,-0.5,"71-91",-5,"14-18","25-51","14-20","13-7","31-50","35-46","7-6","20-33","44-74","22-22","30-60","36-36",NA,NA,NA,2013,"Chicago Cubs2013","Chicago Cubs",2642682,32626,27.9,28.7,102,103,0,1,9,"$67874166",03:07:00,NA,NA,NA,"Sveum",2013
"298",28,"Chicago White Sox",63,99,0.389,NA,3.7,4.5,-0.8,0.1,-0.6,"67-95",-4,"14-19","26-50","15-18","8-12","37-44","26-55","8-15","24-36","50-74","13-25","36-66","27-33",NA,NA,NA,2013,"Chicago White Sox2013","Chicago White Sox",1768413,21832,29.2,27.1,104,105,0,2,12,"$81401900",03:02:00,NA,NA,NA,"Ventura",2013
"299",29,"Miami Marlins",62,100,0.383,NA,3.2,4,-0.8,-0.1,-0.9,"64-98",-2,"29-47","9-23","15-19","9-11","36-45","26-55","7-13","24-35","40-71","22-29","26-57","36-43",NA,NA,NA,2013,"Miami Marlins2013","Miami Marlins",1586322,19584,27.7,26,102,103,0,1,9,"$24761900",02:57:00,NA,NA,NA,"Redmond",2013
"300",30,"Houston Astros",51,111,0.315,NA,3.8,5.2,-1.5,0.2,-1.2,"57-105",-6,"9-24","9-24","25-51","8-12","24-57","27-54","4-8","18-36","38-78","13-33","18-76","33-35",NA,NA,NA,2013,"Houston Astros2013","Houston Astros",1651883,20394,25.9,27.2,99,101,0,1,5,"$14672300",03:12:00,NA,NA,NA,"Porter",2013
"301",1,"Washington Nationals",98,64,0.605,NA,4.5,3.7,0.8,-0.2,0.7,"96-66",2,"42-30","29-13","17-13","10-8","50-31","48-33","13-7","27-21","69-45","29-19","48-40","50-24",NA,NA,NA,2012,"Washington Nationals2012","Washington Nationals",2370794,29269,27.2,27,101,101,0,4,14,"$92386000",03:03:00,NA,NA,NA,"Johnson",2012
"302",2,"Cincinnati Reds",97,65,0.599,NA,4.1,3.6,0.5,-0.3,0.2,"91-71",6,"19-15","49-30","22-12","7-8","50-31","47-34","7-7","31-21","65-47","32-18","40-36","57-29",NA,NA,NA,2012,"Cincinnati Reds2012","Cincinnati Reds",2347251,28978,28.8,27.1,104,104,1,3,14,"$80309500",03:00:00,NA,NA,NA,"Baker",2012
"303",3,"New York Yankees",95,67,0.586,NA,5,4.1,0.8,0.2,1.1,"95-67",0,"41-31","21-16","20-15","13-5","51-30","44-37","6-3","22-25","58-43","37-24","47-44","48-23",NA,NA,NA,2012,"New York Yankees2012","New York Yankees",3542406,43733,32.9,30.3,104,103,2,4,20,"$197977900",03:07:00,NA,NA,NA,"Girardi",2012
"304",4,"San Francisco Giants",94,68,0.58,NA,4.4,4,0.4,-0.2,0.2,"88-74",6,"15-19","27-14","45-27","7-8","48-33","46-35","8-5","30-20","54-49","40-19","44-42","50-26",NA,NA,NA,2012,"San Francisco Giants2012","San Francisco Giants",3377371,41696,27.8,30,89,89,0,4,15,"$117637350",03:02:00,NA,NA,NA,"Bochy",2012
"305",5,"Oakland Athletics",94,68,0.58,NA,4.4,3.8,0.6,0.2,0.8,"92-70",2,"28-18","23-18","33-24","10-8","50-31","44-37","11-5","25-18","64-39","30-29","47-44","47-24",NA,NA,NA,2012,"Oakland Athletics2012","Oakland Athletics",1679013,20729,27.7,27.9,95,95,0,1,13,"$61202500",03:02:00,NA,NA,NA,"Melvin",2012
"306",6,"Atlanta Braves",94,68,0.58,NA,4.3,3.7,0.6,-0.1,0.5,"92-70",2,"46-26","19-19","21-13","8-10","48-33","46-35","7-4","25-13","64-37","30-31","45-41","49-27",NA,NA,NA,2012,"Atlanta Braves2012","Atlanta Braves",2420171,29879,28.5,27.6,102,101,1,4,16,"$86208000",02:55:00,NA,NA,NA,"González",2012
"307",7,"Baltimore Orioles",93,69,0.574,NA,4.4,4.4,0,0.3,0.3,"82-80",11,"43-29","23-15","16-18","11-7","47-34","46-35","16-2","29-9","67-51","26-18","44-43","49-26",NA,NA,NA,2012,"Baltimore Orioles2012","Baltimore Orioles",2102240,25954,28,27.6,102,103,1,3,16,"$77949000",03:00:00,NA,NA,NA,"Showalter",2012
"308",8,"Texas Rangers",93,69,0.574,NA,5,4.4,0.6,0.1,0.8,"91-71",2,"24-16","28-19","27-30","14-4","50-31","43-38","8-5","24-22","65-50","28-19","43-43","50-26",NA,NA,NA,2012,"Texas Rangers2012","Texas Rangers",3460280,42720,29.7,28.8,109,107,1,8,18,"$124119900",03:00:00,NA,NA,NA,"Washington",2012
"309",9,"Tampa Bay Rays",90,72,0.556,NA,4.3,3.6,0.7,0.2,0.9,"95-67",-5,"41-31","16-18","24-14","9-9","46-35","44-37","5-7","21-27","63-49","27-23","45-42","45-30",NA,NA,NA,2012,"Tampa Bay Rays2012","Tampa Bay Rays",1559681,19255,29.7,28.1,95,94,0,2,13,"$63368700",03:06:00,NA,NA,NA,"Maddon",2012
"310",10,"Los Angeles Angels of Anaheim",89,73,0.549,NA,4.7,4.3,0.4,0.2,0.7,"88-74",1,"22-20","25-20","30-27","12-6","46-35","43-38","3-4","18-18","62-51","27-22","49-47","40-26",NA,NA,NA,2012,"Los Angeles Angels of Anaheim2012","Los Angeles Angels of Anaheim",3061770,37800,28.7,30.1,94,93,0,4,16,"$141073500",02:57:00,NA,NA,NA,"Scioscia",2012
"311",11,"Detroit Tigers",88,74,0.543,NA,4.5,4.1,0.3,0,0.4,"87-75",1,"21-18","43-29","13-20","11-7","50-31","38-43","4-5","21-27","62-49","26-25","40-34","48-40",NA,NA,NA,2012,"Detroit Tigers2012","Detroit Tigers",3028033,37383,27.9,28.2,105,104,0,3,10,"$131394000",02:59:00,NA,NA,NA,"Leyland",2012
"312",12,"St. Louis Cardinals",88,74,0.543,NA,4.7,4,0.7,-0.3,0.4,"93-69",-5,"14-20","45-32","21-15","8-7","50-31","38-43","6-12","21-26","57-57","31-17","39-40","49-34",NA,NA,NA,2012,"St. Louis Cardinals2012","St. Louis Cardinals",3262109,40273,29.2,28.6,98,96,0,6,16,"$112071000",03:01:00,NA,NA,NA,"Matheny",2012
"313",13,"Los Angeles Dodgers",86,76,0.531,NA,3.9,3.7,0.2,-0.1,0.1,"86-76",0,"20-12","25-18","35-37","6-9","45-36","41-40","8-7","29-27","50-50","36-26","41-50","45-26",NA,NA,NA,2012,"Los Angeles Dodgers2012","Los Angeles Dodgers",3324246,41040,30.4,29,96,96,0,2,16,"$177033600",03:05:00,NA,NA,NA,"Mattingly",2012
"314",14,"Chicago White Sox",85,77,0.525,NA,4.6,4.2,0.4,0,0.4,"88-74",-3,"19-21","37-35","20-12","9-9","45-36","40-41","5-9","26-21","62-53","23-24","33-39","52-38",NA,NA,NA,2012,"Chicago White Sox2012","Chicago White Sox",1965955,24271,30,27.5,104,104,0,4,17,"$118208000",02:54:00,NA,NA,NA,"Ventura",2012
"315",15,"Milwaukee Brewers",83,79,0.512,NA,4.8,4.5,0.3,-0.3,0,"85-77",-2,"15-19","45-34","17-17","6-9","49-32","34-47","7-11","24-32","57-58","26-21","32-41","51-38",NA,NA,NA,2012,"Milwaukee Brewers2012","Milwaukee Brewers",2831385,34955,29.2,29,105,104,0,1,16,"$95717000",03:08:00,NA,NA,NA,"Roenicke",2012
"316",16,"Arizona Diamondbacks",81,81,0.5,NA,4.5,4.2,0.3,-0.2,0.1,"86-76",-5,"14-20","20-21","38-34","9-6","41-40","40-41","3-4","15-27","49-50","32-31","38-45","43-36",NA,NA,NA,2012,"Arizona Diamondbacks2012","Arizona Diamondbacks",2177617,26884,28.3,27.4,103,103,0,1,13,"$67069833",02:58:00,NA,NA,NA,"Gibson",2012
"317",17,"Philadelphia Phillies",81,81,0.5,NA,4.2,4.2,0,-0.1,-0.1,"81-81",0,"33-39","24-16","19-16","5-10","40-41","41-40","7-10","25-27","58-51","23-30","39-43","42-38",NA,NA,NA,2012,"Philadelphia Phillies2012","Philadelphia Phillies",3565718,44021,31.1,29.1,102,102,2,3,15,"$171501558",02:56:00,NA,NA,NA,"Manuel",2012
"318",18,"Pittsburgh Pirates",79,83,0.488,NA,4,4.2,-0.1,-0.2,-0.4,"78-84",1,"17-14","39-42","13-19","10-8","45-36","34-47","4-2","28-29","57-64","22-19","41-55","38-28",NA,NA,NA,2012,"Pittsburgh Pirates2012","Pittsburgh Pirates",2091918,25826,27.6,30.2,95,95,0,2,15,"$70077000",03:01:00,NA,NA,NA,"Hurdle",2012
"319",19,"San Diego Padres",76,86,0.469,NA,4,4.4,-0.4,-0.1,-0.5,"75-87",1,"12-20","22-21","34-38","8-7","42-39","34-47","4-6","26-21","52-55","24-31","44-61","32-25",NA,NA,NA,2012,"San Diego Padres2012","San Diego Padres",2123721,26219,27.4,28,91,91,0,1,12,"$55494700",02:56:00,NA,NA,NA,"Black",2012
"320",20,"Seattle Mariners",75,87,0.463,NA,3.8,4,-0.2,0.3,0.1,"77-85",-2,"18-28","25-16","24-33","8-10","40-41","35-46","5-10","25-28","50-55","25-32","42-67","33-20",NA,NA,NA,2012,"Seattle Mariners2012","Seattle Mariners",1721920,21258,27,27.9,92,93,0,1,12,"$78235600",02:56:00,NA,NA,NA,"Wedge",2012
"321",21,"New York Mets",74,88,0.457,NA,4,4.4,-0.4,0,-0.4,"75-87",-1,"32-40","17-22","17-19","8-7","36-45","38-43","3-7","20-22","53-50","21-38","46-62","28-26",NA,NA,NA,2012,"New York Mets2012","New York Mets",2242803,27689,27.9,30.3,95,96,0,2,9,"$91621424",02:56:00,NA,NA,NA,"Collins",2012
"322",22,"Toronto Blue Jays",73,89,0.451,NA,4.4,4.8,-0.4,0.3,-0.1,"74-88",-1,"29-43","21-16","14-21","9-9","41-40","32-49","7-6","15-25","52-62","21-27","40-68","33-21",NA,NA,NA,2012,"Toronto Blue Jays2012","Toronto Blue Jays",2099663,25922,27.8,27.8,102,103,0,1,10,"$82352700",02:58:00,NA,NA,NA,"Farrell",2012
"323",23,"Kansas City Royals",72,90,0.444,NA,4.2,4.6,-0.4,0.1,-0.3,"74-88",-2,"16-21","34-38","14-21","8-10","37-44","35-46","8-7","27-26","48-62","24-28","47-50","25-40",NA,NA,NA,2012,"Kansas City Royals2012","Kansas City Royals",1739859,21480,26.1,27.3,102,102,0,1,14,"$61747075",02:57:00,NA,NA,NA,"Yost",2012
"324",24,"Miami Marlins",69,93,0.426,NA,3.8,4.5,-0.7,0,-0.7,"68-94",1,"27-45","18-20","19-15","5-13","38-43","31-50","12-5","26-26","45-64","24-29","41-61","28-32",NA,NA,NA,2012,"Miami Marlins2012","Miami Marlins",2219444,27401,28.3,28.8,102,103,0,1,15,"$107678000",02:57:00,NA,NA,NA,"Guillén",2012
"325",25,"Boston Red Sox",69,93,0.426,NA,4.5,5,-0.4,0.3,-0.2,"74-88",-5,"26-46","24-16","8-24","11-7","34-47","35-46","2-10","17-22","43-68","26-25","37-67","32-26",NA,NA,NA,2012,"Boston Red Sox2012","Boston Red Sox",3043003,37568,29.4,28.7,104,103,1,1,17,"$110386000",03:09:00,NA,NA,NA,"Valentine",2012
"326",26,"Cleveland Indians",68,94,0.42,NA,4.1,5.2,-1.1,0.2,-0.9,"64-98",4,"14-22","31-41","15-21","8-10","37-44","31-50","5-8","24-12","50-59","18-35","42-53","26-41",NA,NA,NA,2012,"Cleveland Indians2012","Cleveland Indians",1603596,19797,27.8,27.6,94,95,0,2,13,"$78911300",02:58:00,NA,NA,NA,"Acta and Alomar",2012
"327",27,"Minnesota Twins",66,96,0.407,NA,4.3,5.1,-0.8,0.1,-0.7,"68-94",-2,"11-23","35-37","11-27","9-9","31-50","35-46","8-5","26-28","44-67","22-29","33-63","33-33",NA,NA,NA,2012,"Minnesota Twins2012","Minnesota Twins",2776354,34276,28.9,27.8,98,100,1,1,10,"$99066000",02:59:00,NA,NA,NA,"Gardenhire",2012
"328",28,"Colorado Rockies",64,98,0.395,NA,4.7,5.5,-0.8,-0.1,-0.9,"69-93",-5,"15-22","19-19","28-44","2-13","35-46","29-52","5-2","18-23","49-63","15-35","37-71","27-27",NA,NA,NA,2012,"Colorado Rockies2012","Colorado Rockies",2630458,32475,28.1,28.2,117,117,1,1,13,"$75485000",03:06:00,NA,NA,NA,"Tracy",2012
"329",29,"Chicago Cubs",61,101,0.377,NA,3.8,4.7,-0.9,-0.1,-1,"65-97",-4,"13-19","31-50","12-22","5-10","38-43","23-58","4-6","15-27","43-75","18-26","32-69","29-32",NA,NA,NA,2012,"Chicago Cubs2012","Chicago Cubs",2882756,35590,27.8,27.9,101,103,0,2,11,"$86159366",02:58:00,NA,NA,NA,"Sveum",2012
"330",30,"Houston Astros",55,107,0.34,NA,3.6,4.9,-1.3,-0.1,-1.4,"59-103",-4,"12-20","29-50","8-28","6-9","35-46","20-61","1-11","17-27","40-80","15-27","29-68","26-39",NA,NA,NA,2012,"Houston Astros2012","Houston Astros",1607733,19849,26.6,27.2,100,102,0,1,8,"$37651000",03:02:00,NA,NA,NA,"Mills and DeFrancesco",2012
"331",1,"Philadelphia Phillies",102,60,0.63,NA,4.4,3.3,1.1,-0.1,1,"103-59",-1,"43-29","27-16","23-9","9-6","52-29","50-31","9-10","28-19","72-46","30-14","37-25","65-35",NA,NA,NA,2011,"Philadelphia Phillies2011","Philadelphia Phillies",3680718,45441,31.4,29.2,101,100,1,5,17,"$172976379",02:52:00,NA,NA,NA,"Manuel",2011
"332",2,"New York Yankees",97,65,0.599,NA,5.4,4.1,1.3,0.1,1.4,"101-61",-4,"39-33","22-14","23-13","13-5","52-29","45-36","4-12","21-24","62-48","35-17","44-38","53-27",NA,NA,NA,2011,"New York Yankees2011","New York Yankees",3653680,45107,30.6,31,106,105,2,8,20,"$206275028",03:08:00,NA,NA,NA,"Girardi",2011
"333",3,"Texas Rangers",96,66,0.593,NA,5.3,4.2,1.1,0.1,1.2,"98-64",-2,"22-22","25-18","40-17","9-9","52-29","44-37","4-5","19-24","70-45","26-21","35-37","61-29",NA,NA,NA,2011,"Texas Rangers2011","Texas Rangers",2946949,36382,29.1,28.8,109,108,1,5,16,"$93799264",02:55:00,NA,NA,NA,"Washington",2011
"334",4,"Milwaukee Brewers",96,66,0.593,NA,4.5,3.9,0.5,-0.2,0.3,"90-72",6,"20-14","51-29","19-14","6-9","57-24","39-42","7-7","30-18","78-48","18-18","27-34","69-32",NA,NA,NA,2011,"Milwaukee Brewers2011","Milwaukee Brewers",3071373,37918,28.9,29.3,103,103,0,3,14,"$86636333",02:56:00,NA,NA,NA,"Roenicke",2011
"335",5,"Detroit Tigers",95,67,0.586,NA,4.9,4.4,0.5,-0.1,0.4,"89-73",6,"20-16","50-22","18-18","7-11","50-31","45-36","6-3","29-17","64-47","31-20","28-23","67-44",NA,NA,NA,2011,"Detroit Tigers2011","Detroit Tigers",2642045,32618,28.6,27.8,102,101,0,5,11,"$106875231",03:00:00,NA,NA,NA,"Leyland",2011
"336",6,"Arizona Diamondbacks",94,68,0.58,NA,4.5,4.1,0.4,-0.2,0.2,"88-74",6,"18-14","23-17","43-29","10-8","51-30","43-38","9-4","28-16","70-44","24-24","32-32","62-36",NA,NA,NA,2011,"Arizona Diamondbacks2011","Arizona Diamondbacks",2105432,25993,28.2,27.4,103,103,0,2,12,"$54823166",02:53:00,NA,NA,NA,"Gibson",2011
"337",7,"Tampa Bay Rays",91,71,0.562,NA,4.4,3.8,0.6,0.2,0.7,"91-71",0,"42-30","21-17","16-18","12-6","47-34","44-37","9-5","26-18","60-52","31-19","46-38","45-33",NA,NA,NA,2011,"Tampa Bay Rays2011","Tampa Bay Rays",1529188,18879,28.2,27.8,93,92,0,3,11,"$41053571",02:58:00,NA,NA,NA,"Maddon",2011
"338",8,"St. Louis Cardinals",90,72,0.556,NA,4.7,4.3,0.4,-0.2,0.2,"88-74",2,"22-13","44-35","16-17","8-7","45-36","45-36","8-13","26-23","70-52","20-20","30-30","60-42",NA,NA,NA,2011,"St. Louis Cardinals2011","St. Louis Cardinals",3093954,38197,29.3,30.2,98,97,0,3,14,"$105433572",02:55:00,NA,NA,NA,"La Russa",2011
"339",9,"Boston Red Sox",90,72,0.556,NA,5.4,4.5,0.9,0.2,1,"94-68",-4,"38-34","21-16","21-14","10-8","45-36","45-36","6-5","19-19","57-50","33-22","46-38","44-34",NA,NA,NA,2011,"Boston Red Sox2011","Boston Red Sox",3054001,37704,30.1,30.3,105,105,1,6,21,"$166662475",03:13:00,NA,NA,NA,"Francona",2011
"340",10,"Atlanta Braves",89,73,0.549,NA,4,3.7,0.2,-0.1,0.1,"85-77",4,"36-36","22-17","21-15","10-5","47-34","42-39","14-12","29-26","65-50","24-23","28-32","61-41",NA,NA,NA,2011,"Atlanta Braves2011","Atlanta Braves",2372940,29296,28.9,28.4,101,100,1,5,18,"$93855132",02:56:00,NA,NA,NA,"González",2011
"341",11,"Los Angeles Angels of Anaheim",86,76,0.531,NA,4.1,3.9,0.2,0.1,0.3,"85-77",1,"21-23","25-18","27-30","13-5","45-36","41-40","8-13","27-31","54-48","32-28","32-38","54-38",NA,NA,NA,2011,"Los Angeles Angels of Anaheim2011","Los Angeles Angels of Anaheim",3166321,39090,28.9,28.4,92,92,0,3,13,"$138543166",02:53:00,NA,NA,NA,"Scioscia",2011
"342",12,"San Francisco Giants",86,76,0.531,NA,3.5,3.6,0,-0.1,-0.2,"80-82",6,"13-20","20-22","43-29","10-5","46-35","40-41","13-8","33-22","60-58","26-18","32-34","54-42",NA,NA,NA,2011,"San Francisco Giants2011","San Francisco Giants",3387303,41819,30.2,28.5,92,91,0,5,15,"$124198333",02:54:00,NA,NA,NA,"Bochy",2011
"343",13,"Los Angeles Dodgers",82,79,0.509,NA,4,3.8,0.2,-0.2,0,"84-77",-2,"15-17","22-20","39-33","6-9","42-39","40-40","8-3","23-21","58-59","24-20","33-38","49-41",NA,NA,NA,2011,"Los Angeles Dodgers2011","Los Angeles Dodgers",2935139,36236,29.8,28.6,96,96,0,3,15,"$103785477",03:02:00,NA,NA,NA,"Mattingly",2011
"344",14,"Toronto Blue Jays",81,81,0.5,NA,4.6,4.7,-0.1,0.3,0.2,"79-83",2,"33-39","18-15","22-17","8-10","42-39","39-42","13-4","29-28","58-62","23-19","38-51","43-30",NA,NA,NA,2011,"Toronto Blue Jays2011","Toronto Blue Jays",1818103,22446,28.3,27.6,104,104,0,2,6,"$64567800",02:55:00,NA,NA,NA,"Farrell",2011
"345",15,"Washington Nationals",80,81,0.497,NA,3.9,4,-0.1,-0.1,-0.2,"78-83",2,"36-36","20-19","16-19","8-7","44-36","36-45","12-8","27-27","61-64","19-17","35-37","45-44",NA,NA,NA,2011,"Washington Nationals2011","Washington Nationals",1940478,24256,28.4,27.6,100,100,1,1,10,"$68492928",02:57:00,NA,NA,NA,"Riggleman McLaren and Johnson",2011
"346",16,"Cleveland Indians",80,82,0.494,NA,4.3,4.7,-0.3,0.1,-0.3,"75-87",5,"19-18","36-36","14-21","11-7","44-37","36-45","6-8","30-26","57-56","23-26","26-47","54-35",NA,NA,NA,2011,"Cleveland Indians2011","Cleveland Indians",1840835,22726,27.8,26.7,94,96,1,2,13,"$49426566",02:56:00,NA,NA,NA,"Acta",2011
"347",17,"Cincinnati Reds",79,83,0.488,NA,4.5,4.4,0.1,-0.2,-0.1,"83-79",-4,"13-20","42-37","18-14","6-12","42-39","37-44","12-5","29-33","62-61","17-22","36-37","43-46",NA,NA,NA,2011,"Cincinnati Reds2011","Cincinnati Reds",2213588,27328,28.6,27.7,104,103,1,4,17,"$77297134",03:03:00,NA,NA,NA,"Baker",2011
"348",18,"Chicago White Sox",79,83,0.488,NA,4,4.4,-0.3,0,-0.3,"75-87",4,"17-20","32-40","19-16","11-7","36-45","43-38","7-11","24-25","55-61","24-22","28-41","51-42",NA,NA,NA,2011,"Chicago White Sox2011","Chicago White Sox",2001117,24705,30,28.5,106,106,0,2,15,"$127789000",02:49:00,NA,NA,NA,"Guillén and Cooper",2011
"349",19,"New York Mets",77,85,0.475,NA,4.4,4.6,-0.1,0,-0.1,"79-83",-2,"33-39","19-20","16-17","9-9","34-47","43-38","7-7","21-28","59-63","18-22","38-44","39-41",NA,NA,NA,2011,"New York Mets2011","New York Mets",2352596,29044,28,30,96,96,0,2,11,"$151897309",02:59:00,NA,NA,NA,"Collins",2011
"350",20,"Oakland Athletics",74,88,0.457,NA,4,4.2,-0.2,0.2,0,"77-85",-3,"20-23","20-24","26-31","8-10","43-38","31-50","8-11","20-25","49-59","25-29","43-51","31-37",NA,NA,NA,2011,"Oakland Athletics2011","Oakland Athletics",1476791,18232,29.1,27.4,98,98,0,1,8,"$67094000",02:53:00,NA,NA,NA,"Geren and Melvin",2011
"351",21,"Colorado Rockies",73,89,0.451,NA,4.5,4.8,-0.2,-0.1,-0.3,"77-85",-4,"15-18","22-20","28-44","8-7","38-43","35-46","4-8","21-27","48-66","25-23","30-58","43-31",NA,NA,NA,2011,"Colorado Rockies2011","Colorado Rockies",2909777,35923,28.6,27.7,119,119,1,1,13,"$91648071",03:03:00,NA,NA,NA,"Tracy",2011
"352",22,"Pittsburgh Pirates",72,90,0.444,NA,3.8,4.4,-0.6,-0.2,-0.8,"70-92",2,"12-22","39-41","13-20","8-7","36-45","36-45","6-7","21-22","49-68","23-22","28-44","44-46",NA,NA,NA,2011,"Pittsburgh Pirates2011","Pittsburgh Pirates",1940429,23956,27.2,28.1,95,97,0,3,12,"$45047000",03:00:00,NA,NA,NA,"Hurdle",2011
"353",23,"Florida Marlins",72,90,0.444,NA,3.9,4.3,-0.5,0,-0.4,"72-90",0,"32-40","20-20","12-20","8-10","31-47","41-43","9-13","27-32","49-67","23-23","28-54","44-36",NA,NA,NA,2011,"Florida Marlins2011","Florida Marlins",1520562,18772,27.4,28,101,102,0,1,11,"$57694000",02:58:00,NA,NA,NA,"Rodríguez Hyde and McKeon",2011
"354",24,"Kansas City Royals",71,91,0.438,NA,4.5,4.7,-0.2,0,-0.2,"78-84",-7,"16-21","32-40","18-17","5-13","40-41","31-50","10-8","25-32","55-65","16-26","30-43","41-48",NA,NA,NA,2011,"Kansas City Royals2011","Kansas City Royals",1724450,21290,25.8,26.4,99,100,0,1,13,"$35712000",02:54:00,NA,NA,NA,"Yost",2011
"355",25,"San Diego Padres",71,91,0.438,NA,3.7,3.8,-0.1,-0.1,-0.2,"79-83",-8,"19-19","19-18","27-45","6-9","35-46","36-45","4-12","20-31","52-61","19-30","31-54","40-37",NA,NA,NA,2011,"San Diego Padres2011","San Diego Padres",2143018,26457,28,28.1,93,93,0,1,9,"$45869140",02:52:00,NA,NA,NA,"Black",2011
